hgnc_symbol	logFC	PValue
MUC12	-1.1849656643382551	0.03389260709985872
GPR171	-1.2868486824115648	0.0338971981030753
CISD3	2.873713006323839	0.03395511408769643
OSER1-DT	-1.4536332112224672	0.03403336477757186
ZNF876P	-1.3106510536595966	0.03404449250612126
SNORD15B	-1.3010416381003451	0.03411235563560655
IGLV3-27	3.3311032396409823	0.03413650791045374
SBF2	1.0412765379913649	0.03415849318231642
NEFM	-1.543494355681145	0.03416705333989599
ZNF213	1.0184747887389454	0.03422589660947817
LINC00968	2.271752051294817	0.03426522525699144
SNURF	-1.7053425491216725	0.03435027407587168
SMARCB1	1.3471350904645196	0.03436384840943401
PFKFB3	1.6186907007387763	0.03437397452386356
FAM102A	-1.616476314637424	0.03437714312945226
CISH	1.566460573128095	0.03438229253755805
MFSD6L	-1.5276004668682894	0.03439929954274495
VCAN	2.2985047543222317	0.03442182661025311
LRP1	1.5514065333158786	0.03442200134838438
IL1B	-1.9957702468186889	0.03445236747438568
TRIM60P18	-1.313185324840795	0.03446689663936653
LYPD3	-1.5324297532169109	0.03447138393449472
LINC00861	-1.2953547990611018	0.034493097783388
C10orf88B	-1.3032407512945543	0.03450211350508303
CHCHD6	-1.1577757637996968	0.03455004268305307
NUDT4B	1.4846101976216637	0.03455083974366615
PABPC1P4	-1.83658213647244	0.03456002432064361
HNRNPA3P15	-1.7086676072167952	0.03456144786119965
TBC1D19	-1.3153050188535678	0.03463718339067349
TREML2	-1.4616523421236567	0.03464005958879696
HMGB3P32	-1.291551324295371	0.03472151059332543
FAM225A	2.348167109040253	0.03474184048619877
CLEC4D	1.929961468086244	0.03481898458250182
LINC02846	-1.4569142668176396	0.03482973178623184
PPIAP22	1.8452877180225569	0.03486132991279771
TRBC1	-1.4147640980041991	0.0349049066252973
UQCRHL	1.071963442771331	0.03495113695470762
H2AJ	1.1292577737635134	0.03496124280767856
KLF5	-1.1960556903293185	0.03498452951631883
HMBS	1.7427525023816663	0.0349947550675412
SMIM3	1.2919364727189084	0.03505848227048395
SORBS3	-1.118839951578596	0.03505952207355954
SEPTIN1	-1.1259272623169554	0.03508034679046434
TMEM116	-1.0221896917191902	0.03509156439570583
STAT1	1.0774946138674062	0.03509382649806041
GADD45G	1.66253688816255	0.03510735170943489
NECAB1	-1.3966085627500142	0.03515097354489403
OFD1P17	-1.493818842848085	0.03516818519369467
TRAJ21	-1.634462655461418	0.03521683613881389
MTND3P23	-1.4190007700089708	0.03529107920355456
ILK	1.3191343000555755	0.03530125837145152
P3H4	-1.282362873525695	0.0353259216645039
GPX2	-1.050081372507864	0.03534924686500131
SIM2	-1.241480235436209	0.0353668856088319
ZNF793	-1.481720976440524	0.03536877400950666
GOLGA8A	-1.1606202477862857	0.03537957317172752
INPP4B	-1.3050603947779436	0.03540620144198696
RPL7AP66	-1.8428887483927388	0.03540960599315521
SPATS2	1.0416133286356732	0.03554051150724054
EIF3CL	1.1760973967819888	0.03566420600161023
FUT11	-1.0129951486305833	0.03571316517005942
ADAM23	-1.1234201982210523	0.03582296828436238
FAT2	1.4398478261688523	0.03583884230753297
TP73	1.58024155102185	0.03584997563285765
TNFRSF18	-1.426181120261932	0.03592757962512529
SMPD4P1	-1.840379805633816	0.03596693055086547
RN7SL648P	-1.8231671715272717	0.03601612866986811
SQLE	1.0188734020568198	0.03603545728965392
TRPC1	-1.2344095219103173	0.0360396012540233
KLHL3	-1.327286934971169	0.03606858088439126
KATNBL1P6	-1.346823600109685	0.03608235822547773
MICAL2	1.5771103832521185	0.03610342829229952
RPS7P10	-1.2869545572475738	0.03618743879275261
MIR645	-1.5965354836668364	0.03618961838441741
CARD11-AS1	-1.3678409659372623	0.03622030692641571
RLBP1	-1.545241407866854	0.03622086065285556
ITIH2	-1.3003747821856666	0.0362404098047259
NAA80	-1.0658222853440544	0.03625343487450526
CYFIP1	1.7699662139742252	0.03625943855036777
DNASE1L3	-2.384923159016995	0.03638780438606987
MTND1P23	-1.3277637738404713	0.03640460017637152
MAP6	-1.4418262291845745	0.03643940278097987
RNASE4	2.306237180652684	0.0364535509342088
PGM2L1	-1.194354780946501	0.03652396594736801
CBX2	1.4269278592609824	0.0366232858267992
ABCA6	1.8632471109111608	0.03662731664420006
ANKRD20A11P	-2.195248878087498	0.03663429623322958
RNF10	2.300205581307708	0.03665840569246757
PRF1	-1.438589560438755	0.03684675868279308
HACD1	2.3903051897037484	0.03688411715170014
RPL22P3	-1.4555985798599749	0.03695792250159507
PSEN2	1.1993858387089604	0.03697289687600454
ACOD1	2.564382108060195	0.03705198621936805
H2BC17	2.8693689822977912	0.03706898546342956
CARD11	-1.2219360344450854	0.0370984984712347
CST3	1.2132955238253107	0.0371055539558315
PRPS1P2	1.0265978135584586	0.03713811001141511
MAP1LC3A	-1.1631569248184448	0.03715632463578796
CABP4	-2.050090299963742	0.03719547529423207
JADE2	-1.1287297935823637	0.03723676704744172
USP18	1.839250961551154	0.03724458340208384
PMP22	-1.7894477453225832	0.03726397627296274
PLPP7	1.513792367382688	0.03726496232900041
CCNL2P1	-1.2690204304936976	0.03727281926553089
DSCAML1	-1.9600072309152643	0.03729314623444584
SOWAHC	1.2026991217470295	0.03736772337510287
SPSB2	-1.0843285513827947	0.03737106580408134
HFE	1.2778243123303497	0.03737322288008653
RBM20	-2.671129082054561	0.03744174609753549
EPCAM	2.602466543302892	0.03746779549128485
PABPC1P1	-2.041486692380169	0.0375242621396379
NRP2	1.7074655203552869	0.03754681558012366
LINC02705	1.5560571106500167	0.03754936360491028
CLSPN	1.2856208422015198	0.03767990893291302
ZDHHC18	-1.63026083706326	0.03768071604983848
LINC00877	-1.6945957186546092	0.03770040620488311
DNM1P47	-1.5640265859155051	0.03775044674224862
TOX	-1.1465725994588911	0.03775164057882403
ZNF442	-1.1377598984966233	0.03775851735882481
KRT73	-1.9427452926460116	0.03779177948467645
GFI1	-1.0140077167221149	0.03783385133299142
GNB4	1.1329085726116457	0.03788903094167386
SERHL	-1.3548760664017507	0.03790301763458419
FAM43A	-1.1094804447353908	0.03794563196545185
ADAM1B	-1.5900048416870554	0.03797540823399383
LILRA5	2.555749915288214	0.03800619898097287
LINC02328	-1.1857401854480862	0.03810290828363869
KCND3	-1.7162876758488863	0.03810742174729879
S1PR3	1.9871745431041337	0.03810871689114145
BACH1	1.0582607824413928	0.03812858800413722
STMN3	-1.6430123255650648	0.03816764520233304
RN7SL558P	-1.7855168226020868	0.03823932371145051
KCNK5	1.2671120250649737	0.03824068673994747
NOCT	1.0515459155429117	0.03841213146679029
RHOBTB3	-1.1974738640929832	0.03841277751032781
GCAT	2.6025501603096792	0.03841855922450197
GOLGA7B	-1.6112591812508883	0.03847218306207187
PDGFD	-1.5212149778687496	0.03848403213072678
GPM6B	-1.0033613346900578	0.03850902307821955
RPL7AP22	1.634911341443678	0.03853902752442594
RPS17	-2.077029497202808	0.03863829173769376
CLDN7	1.2032709983580268	0.03868428800276975
XAF1	1.1155071218347037	0.03869707336616267
TRAJ34	-1.4155132452799626	0.03875758235382955
TMEM45B	-1.5631260351780956	0.038759544960942
RNVU1-27	1.1043264007229971	0.03876347905276905
ST6GALNAC1	-2.2843117265756794	0.03881325704096602
PHKA1	2.103069741852249	0.03881494526616803
PRICKLE2	-1.7686019711759515	0.03881598846187985
CAMK1	1.1376914578576238	0.03892119667069248
CYSLTR2	-1.499410333370329	0.03894023745986097
FNBP1L	1.6381496697610012	0.03898516324455825
CRISPLD2	1.832711615229508	0.03910555428948145
TRAJ36	-1.6474519352266872	0.03917761839691959
MID2	-1.1942100979427637	0.0391968849379186
RN7SL182P	-1.820662763954169	0.03922308108762137
RPL7AP31	-2.25193499656081	0.03922663589705284
TRAV34	-2.120479674076386	0.0392315802709908
MIR3939	-2.2240720847555036	0.03923853482981856
WDR93	-2.485911033933131	0.0392410504007028
CD302	1.4935504443334393	0.03924351644763472
DTX3	-1.2261525247302791	0.0393285485421998
OASL	1.4159970214465478	0.03939512091119751
TRAV1-1	-1.7586598943472147	0.03948842396987639
BST1	1.218879129738599	0.03949150074944174
CCDC136	-1.1241797293196547	0.03950653178718156
COL6A3	1.6709593371415463	0.03953172487207393
IGLC3	3.427909896097758	0.03961810298525867
FNDC11	-1.2522154341098426	0.03966359940932473
GADD45B	1.0621685511095988	0.03970845643395516
RNVU1-29	1.6163691542243688	0.03971892913183338
CARD9	1.2655654164936416	0.03974000593924477
RHCE	2.0967230901131857	0.03975680421562237
PHLDB2	-1.410644761288248	0.03975985782171513
PRDX4	1.005205194149179	0.03976181240554178
MIXL1	2.182953555112241	0.03978894215173773
RBKS	-1.6601172143543164	0.03979734336104783
LGR4	-1.0121621328922044	0.03979932889726275
NEIL3	1.2699219660573473	0.03984394387660752
CDC42P6	1.6627171552504698	0.03990180995900232
HPSE	1.219369094541714	0.03997680457738738
DDX18P5	-2.5785791061423917	0.04002337953484275
GRIFIN	-1.657680760312935	0.04004248511871518
LINC01353	-1.661251789194106	0.04007028454556559
ARL11	1.2892916115977684	0.04008158359830071
GADD45A	1.179673057889195	0.04012217692198328
RAPH1	1.2331597226297435	0.04020549071981513
OLR1	-1.998746385419904	0.0402143620179984
FAM83A	3.027810197447923	0.04027385594239192
NHSL1	1.5436035956502905	0.04033499298119977
TKTL2	2.0510270567963693	0.04040684884299986
ELOB	1.1306344293170438	0.04045078901177656
EEF1B2P6	-1.8783940240278745	0.04055290979825663
EIF2AK1	1.138235225035649	0.04056139001497216
CSTA	1.5335123743196803	0.04057774704968279
BEX5	-1.9735641011219196	0.04059221980518288
CSRNP1	-1.090537831434768	0.04075932657945036
ADORA2A	-1.5617040870790575	0.04076820758458058
CLIC5	-1.5917542176372967	0.04079094173084459
CDRT4	-1.3364459974635703	0.04083657000924225
HIF3A	4.239354085553931	0.04086192298551813
CDK5	1.3400794708185937	0.04089747206752987
C2orf15	-1.2334408461306052	0.04091818502675982
IL17C	-1.3668592273898883	0.04092595715206795
H3P37	-1.709339001305804	0.04095973709518393
RPL21P134	-1.7063546592805174	0.040983297670961
ZNF575	-1.474944621869246	0.04106559574631652
LILRA6	1.7004378524441222	0.04107068319669778
RHEBP2	1.3058069025804058	0.04108527927013521
LINC02312	-2.365796683013033	0.04109242650341317
SPSB1	1.157783638193003	0.0411382157662611
LHFPL6	2.9847011346687347	0.04115812219924091
KBTBD6	-1.2416861375010788	0.04116637677283039
RPSAP19	-1.2521132624379678	0.04118071949035068
HNMT	1.3077354534030583	0.04121644438871987
TCF7	-1.8704853129995604	0.04125928603498524
RPL7AP50	-1.2855173941207336	0.04129666895206345
NLRC3	-1.03323311536632	0.04131679552011852
TRAJ23	-1.76569563527941	0.04137539894370948
CSF1R	1.2616190333023587	0.04142258149576393
SAMD4A	1.0486993209140694	0.04147473967950762
TET2-AS1	-1.5023853931606452	0.04152142586437968
MIR6731	-1.6577935173580365	0.04155609505167913
RN7SL606P	-1.8824627258490605	0.04157203388593787
WDR78	-1.0651931591029602	0.04159345033947631
RDH13	1.8016162102348652	0.04162848491118252
HLA-DQA1	-1.4831222436768916	0.04166611961771471
DYRK2	-1.041217614410041	0.04167298711974934
ZSWIM5	-1.3977955767599046	0.04170444102094488
GMPR	2.5811136932088465	0.04171532509095369
RNF217	1.478737345597574	0.04187189683010717
DBH-AS1	-2.207224527676685	0.04195679482369091
RNU6ATAC24P	-1.0995833866174978	0.04199395283710055
CUTA	1.745503050082891	0.04207718436369364
H4C8	2.4933664681617995	0.0420803482417981
DOC2GP	-1.171772657818053	0.04214887484377592
ARHGAP31-AS1	1.3515336145153052	0.042156899379282
SPAG5	1.0138515904619465	0.0423194319719055
TRAJ37	-1.5440723642110523	0.04236666336836495
KRT7	1.7834413190135183	0.04239904087443694
EPB41L3	1.3392903314195137	0.04241949325608566
FBXL16	-1.6236500575439952	0.04242857553692805
HTR7P1	1.1799183531671922	0.04242951039486449
ECT2L	-1.2835124593699356	0.04249123466355521
CATSPER1	1.2672894138000472	0.04250334449251903
AGFG2	-1.2217502931970354	0.04253545802804243
HCAR3	-1.8505563391973003	0.04264523108299385
KRTCAP3	-1.1245080922671693	0.04266618308591343
BET1P1	-1.3976414297799655	0.04268390539362141
FRMD6	-1.4986030366771192	0.0427063536606882
CPED1	1.76003077027408	0.04275330322786759
GEMIN7-AS1	1.393656016504196	0.04275582766252405
DOK6	-1.0019243737340808	0.04277540499008079
SLC43A1	1.1008717206497267	0.0428504369816236
MADD-AS1	-1.3232939258651784	0.04296013926433287
CEBPD	1.1123851182022904	0.04296489366610794
KIAA1324	-1.0803385298079382	0.04298717403430368
IL21R	-1.1362667454084827	0.04302279057580453
DPY19L2P2	-1.2073855822301471	0.04317448236700158
CXCL9	2.311547836071058	0.04318278539818354
AKAP5	-1.636829134657526	0.04320771178506218
SPR	1.7983488075077676	0.04330105182535308
ZNF426-DT	-1.149130105681378	0.04330129218473922
TRAV8-4	-1.4733155164751734	0.04332402274400574
MIR6774	1.888779969033331	0.04336150333188485
ZBTB20-AS1	-1.2072361281454411	0.04338821088071963
H2AZP6	-1.3525237247453874	0.0435201520838562
HECTD2	-1.173010768364358	0.04358155728848927
VWA3B	3.328606784366604	0.04362041865686298
LINC01800	-1.3819463556807108	0.04365937870171279
LOXL1-AS1	-1.647157195238973	0.04377576762063732
KRT18P57	-1.4859610241530763	0.04389042333395242
C7orf61	-1.1818752508250236	0.04389760967253629
IL32	-1.219857565882798	0.04391493391818504
LINC01579	3.4014736680947455	0.04396041372682285
PODXL	-1.0242051775702772	0.04397893125181493
C17orf67	-1.1095482728250945	0.04407185937147403
KDELR3	-1.216104331943141	0.04409448827790665
EPHA1-AS1	-1.0169042655134748	0.04415438288325981
LINC00528	-1.1471007417963273	0.04417041348975959
RPS18	1.1290642778510946	0.04419040694486328
FABP4	7.798010126260111	0.04419468032153707
TRAJ3	-1.2518987254920984	0.04425200978489439
HEBP1	1.3944561780621634	0.04427942957299095
IGHEP2	1.5356689623556945	0.04433249293902498
ANKRD44-IT1	-1.1241772342575305	0.04434600196690449
CACNA1H	-1.8843609359765592	0.04437245641469271
ANKRD18CP	-1.540097515726922	0.04437893678576733
HSPA8P3	1.2560808233862029	0.04442085700246051
OPRL1	1.244261246398647	0.04445434435710329
PLAAT3	1.506031046804927	0.04447243341409619
P2RY14	-1.4977817757683238	0.04451024049596861
FKBP1B	2.0588735665548867	0.04451842147843549
EIF4HP1	1.067309160404761	0.04452135482261481
HERC2P2	1.4976730298300631	0.04456910829704511
ZNF382	-1.116414843115641	0.04458589786160222
JCHAIN	3.162427954081591	0.0446543442087645
MUC6	-1.8509479398851532	0.04466018488317325
TTC9B	-1.5201783272950138	0.04478930518375623
RN7SL385P	-1.797015895311112	0.04479872542923329
SLC30A4	-1.310390708497494	0.04482259131022846
SERHL2	-1.2694751256240568	0.04487425191988021
MCTP1	1.1151926397522671	0.04490877350932716
TAF15	1.044788644928419	0.04492914589711106
SNPH	-1.3330293747861248	0.04503749767703732
RASA3-IT1	-1.2421012709979422	0.04506224411986475
TLN2	1.862453082063655	0.04512562216138242
DIP2C	-1.2117800588677297	0.04512887598376991
SPOCK1	1.865426790645609	0.04515913292307834
RWDD4P1	-1.3049071369846932	0.04534424462409732
PLEKHH2	-1.6332032473465088	0.04536395095521989
PRR15	3.619724497210179	0.04539349849053748
RN7SKP97	1.9477689949841772	0.04543266159719654
TSTA3	2.1553987669343972	0.04547717861039959
EVI5	1.0510566877180327	0.04562461010822632
CERNA1	-1.391429686577811	0.04562761676725112
RNU6-933P	-1.8874555571124192	0.04566889919455128
GZMB	-1.5637741075476936	0.04568122092570458
MELTF	1.3087228253868322	0.04572807192248112
CHST8	2.935475630154008	0.04574851110686245
ZBTB16	2.3416022808593544	0.04576036067291891
LINC01934	-1.3535580480179386	0.04577208220561415
P3H3	-1.1390748508522337	0.04579695127205129
HLA-DQA2	6.220557064630631	0.04588244002722391
CLCN4	1.5707442487673755	0.04595235539143783
KDM5C-IT1	-1.3727819634996494	0.04601792541380008
RNA5SP450	1.203407399512571	0.04602297430479093
COQ10A	-1.073389861274356	0.04605839781891358
PRPH2	-1.3050974451479802	0.04611961203754909
YY2	-1.228175976594999	0.04613674482403369
DOCK9	-1.1496300527107626	0.04614259028353643
LRRK1	1.2601657587361683	0.04615190586613459
STARD8	1.648249214714196	0.04620839272517059
FPR3	2.094459439018331	0.04622051243317975
GPAT2	1.2168675356828225	0.04628331469056707
HLF	-1.0550095464711038	0.04628898504234987
SUCNR1	2.448960962670825	0.04633407466694174
LINC01503	1.2063096080069189	0.04636382504453971
FAM229B	-1.2450709123556714	0.04640647526495235
FBXL14	-1.0468170495903242	0.04664776142211419
AIF1	1.8995843415423248	0.04666244668453064
ITPK1	1.056191849480469	0.04670063770911124
KLRC1	-1.251176015274289	0.04673119859206044
FTH1P23	-1.3093221240414468	0.04676479257654591
ZFR2	-1.3844249968297868	0.04683418660914892
KLHL14	1.877728582939122	0.04692923979897683
ITPRIP-AS1	-1.6212153807888632	0.04702624734632994
SIRPB3P	-1.576817510306646	0.04715668089621377
C20orf204	-1.1878700123227115	0.04717226300947732
LINC01435	2.3682605642161993	0.04717832943620832
LTBP3	-1.6099154320508573	0.04720139301489546
ANKRD23	-1.2170070656032157	0.04720614755123839
LZTS3	-1.3512635531155823	0.04720912009395919
ASS1	2.4360392005791387	0.04722924021872626
LDLRAD4-AS1	-2.3232285919491993	0.04731927480038313
CHD5	-1.238900556914427	0.04734273466879075
SLC2A9	1.0855645521870654	0.04744599015597998
FSTL3	1.3443532703911756	0.04747790295878845
RNU7-140P	1.2715630489552674	0.04751755778212837
RCAN3	-1.2209691501979931	0.0475984269280446
STAR	-1.458462243575153	0.047623868420079
CILP	-1.1933155553306785	0.04764441192207211
SPINT1	1.6029535240555293	0.04768321428050309
LY86	1.4513484826627172	0.04770756318623626
TMCC3	-1.279142128536556	0.04781977981329196
CSF1	-1.5143441819030306	0.04784128888926205
TLR4	1.262309080935614	0.0478609243580274
SMIM24	3.315372375670264	0.04804333825156211
HP	2.437540850771275	0.04805747976781499
KANK2	2.7075519539462913	0.048060525583802693
FAM214BP1	-1.2451680768695843	0.04807091299084934
RASSF7	-1.187960783381254	0.04807284488508583
JADE3	1.3410976452459649	0.04807596705047787
EBLN2	1.1053983484537655	0.04822288904735158
MZF1-AS1	-1.2622795021878734	0.04829408062020535
PDGFC	1.827345454996217	0.04836579525441551
APCDD1	1.405526650227273	0.04837664252218458
TNC	1.16964007469316	0.04839277528754616
MAP1LC3B2	-2.1386137152458637	0.04871888821517979
LINC01281	-2.4620991557416896	0.04878667788710007
CA3-AS1	2.86180946201384	0.04886978872583064
TUBB4A	-1.3206842220893074	0.04890369184396048
SOCS6	1.2821604936991071	0.04890887144499777
SMILR	-2.3076424847319497	0.048925980434958
SLC34A3	-1.2227962303957376	0.04892607246163613
SDC2	1.8715455173648197	0.04896795724472909
GIMAP7	-1.981731913970013	0.04898539458266287
GOLGA6L9	-1.326978165035269	0.04899711503065184
IL17RA	1.0474100995743998	0.04905448869412917
IGHM	2.034210246699198	0.04922396409262262
LCK	-1.212083762960588	0.04931028614489969
SLC2A10	-1.8712862661485168	0.04935149775521569
NACC2	1.1961057871426657	0.04937452392690289
IGKV1D-16	2.634934539154128	0.0493768030675687
HNRNPA1P21	-1.2438464045699051	0.04940992920934371
PLEKHD1	-1.568675280274768	0.04943340242856847
MTCO3P23	-2.2809250839836297	0.0494763819886235
PLA2G15	1.1133024777192604	0.04953669255368703
SHD	-1.977509590890364	0.04959280584887075
RNVU1-18	-3.123248334163015	0.0496977419902258
HAAO	1.2087662044121763	0.04974371475945755
SDR42E2	-1.3084411503530928	0.04975047827759053
XPNPEP2	-1.1300219486249892	0.04989878447002208
EML4-AS1	-2.168830234563357	0.04997997419270832
KIF21B	-1.1262016330586335	0.04999671092395111
NUS1P1	1.2350051146915906	0.05023459321059592
PPFIA3	-1.2253402082236202	0.05031957182071172
SCARNA13	-1.3043037419144448	0.05036597893385616
LINC00652	-1.439933335807467	0.05039561076762469
PROCR	-1.4850489387133052	0.0504797070650571
RPS10P3	-1.138042252790482	0.05050150708162279
ARHGEF5	-1.1764794291229477	0.05051464303492934
FES	1.5354237257229084	0.05056835734446217
LYPD6B	-2.7609394257846125	0.05059393239983444
SEZ6	-1.2537916821838002	0.05061084055478615
PLD1	1.339428750516488	0.05063707017794006
SALL2	-1.6800867883000563	0.0506565652931134
KCNMB1	1.5150953419989557	0.05070042920912051
PGAM4	1.2835121427685288	0.05071116640144581
C17orf58	1.195351997519459	0.05074026415852934
ACSM1	-1.1619245071902038	0.05075848626622015
RPS26P3	-2.0635198536230948	0.05095741771712671
ZNF214	3.882289161857962	0.05097901308698995
OLIG1	1.1145999417233563	0.05098720957047484
GPANK1	1.13268123278653	0.05104917820184689
CDH20	-1.4287463950526813	0.05110459487814341
NLGN2	-1.4567556435895208	0.05111666617159172
RNU6-48P	-1.095625243332146	0.05114977494760639
ATXN1-AS1	-1.0470979585387	0.05116595858168801
SCARNA6	-1.2567330034945945	0.05120076484483975
KIF26A	2.624570543697525	0.05125894718223064
PLEKHS1	1.1762558688420022	0.05127306577621544
CCDC89	-2.555232959725653	0.05136733998794041
TDRD6	1.5657172411667184	0.05139735455442849
CYP1B1	1.891758313966427	0.05140010352977826
GRPR	1.647461217615755	0.05150418418868119
RHPN1	-1.3175176367921857	0.05155637138895257
NKPD1	-1.4458812308472118	0.05158698592171994
RILPL1	-1.1765072281411286	0.05160248517378128
MIR548AR	-1.354758265975407	0.05161173077944639
ATAD3C	-1.549243259115528	0.05169019814368519
RBMS3	-1.573993957242231	0.05170624536445571
RTN4R	-1.736588410939943	0.05171707205378569
C4orf50	-1.1502500583235185	0.05177385888086564
BBS1	-1.2148291760404204	0.05182198483293853
ANKRD34B	1.5709116506981016	0.05183933970911222
ATP5ME	1.055735525418696	0.05188849401272103
LINC02728	-1.1667103372983154	0.05189191492738666
DTNA	1.8771031909189435	0.05191522131688052
MALINC1	-1.1359560527147483	0.05192448931904495
TRBC2	-1.5789372436791334	0.05194892313793693
BLVRB	1.6873712805974077	0.05196095381768294
RAB32	1.3228733086688496	0.05201048950441291
NACA4P	2.4399102426726578	0.0520558426422569
ABCB6	1.212912317140594	0.05206753128190377
KPNA5	-1.0074201416508133	0.05228592223002337
MYO19	2.092103555694952	0.05229728434142788
FURIN	1.101221517684835	0.05230841745762076
MIR6750	-1.1696525864547234	0.05231609282585404
CD276	2.8431169505300216	0.05235507567524292
PSME2P2	1.77078183317248	0.05238278946195621
ADAMTS10	-1.2644737038330476	0.05243062075843049
GCM1	-1.7095190151643271	0.05247886536770117
SYNE4	-1.3653307012249167	0.05252173498223585
PER3	-1.1660272067998816	0.05252650473930076
FOLR1	2.882629617197355	0.05253176332252479
SYCP2L	-2.3089034082795745	0.05254743446899287
WFDC3	-1.7265344570152747	0.05257456532188041
RPL41P1	1.1974260832585817	0.05258195665107402
ZNF483	-1.0862580526769958	0.05264599379909679
FOXP1-AS1	-1.476741768576289	0.05266012337523106
ST7-OT4	-2.108462529518224	0.05274129853610634
FIS1	1.428437452070542	0.05278974264041536
NRIR	1.6621786209480711	0.05286644429370504
LOXL3	1.3791699863265567	0.05291233288045548
SLC6A12	1.683281036492672	0.05294115194649329
LINC02754	-1.6915875987179778	0.05296698634013754
DENND2B	-1.2331708150859626	0.05297329673157817
DBP	-1.0258255900485511	0.05299418855685564
SIAH3	-2.573221282536864	0.05301441151465535
CABCOCO1	-2.8977988743865595	0.05303985908036229
SNORA1B	-1.2923933647333392	0.05307957979532927
BTF3P12	-1.3661163341120852	0.05312709406556737
RASGRP1	-1.1914060712496612	0.0532567099213194
CD320	-1.1357326216450851	0.05326218192415887
RPL10P6	-2.556306613278679	0.05327216970704737
SIGLEC22P	1.6484669159847587	0.05332769313741365
TRAJ1	-1.450135308774485	0.05334895642471453
NUDT1	1.019542831588696	0.05336906813704277
RNU4-89P	-1.4883242357692084	0.05345225602331122
CILP2	-1.1735102362015162	0.05345805868629565
PIK3CD-AS1	-1.269381536692228	0.05351970680226557
TMPRSS9	1.6941959687452532	0.0535420058193955
FMO5	1.0595111431595186	0.05354388226081333
TBXAS1	1.1322933765397538	0.05360988249722046
MFSD2B	1.8525841879641889	0.05362477976593485
HMGN2P3	1.2153356421345298	0.05379033215254115
SUMO2P6	1.8405602982265652	0.05385065314642423
SARNP	-1.305287586537011	0.05386459351161221
LINC01841	-1.153822187279964	0.05396351811840242
ZBTB46	-1.161646258575517	0.05409042008327432
ENO4	1.9888098554617748	0.05412475436127195
FCRLB	-1.094948269350709	0.05417512842091261
IL13	-1.0558364779694502	0.05418581675676395
LILRA2	1.5257746021328529	0.05418597760376754
RNY1P10	-2.2102260288037106	0.05421058552259597
NDUFAF2P2	-2.650725093949367	0.05427963491158181
IGHV3-15	2.7902151376394104	0.05438558465371244
ADGRV1	-1.289914464724478	0.05438850955936802
CNIH3	-1.4163307297713932	0.05440577128667918
SBSPON	-1.2803391634613488	0.05442457919781812
NRM	1.7075006680780676	0.05444952665707194
PTH2R	-1.379756567092162	0.05447238089168394
S100A8	1.772640864835165	0.0544762410223432
KCNT1	-1.1563923393638915	0.05448660963765344
ST6GALNAC4P1	-1.3680442140421272	0.05452657899061806
DLEU7	1.347861831680608	0.05455101906210417
UBAC1	1.092750676305544	0.05458204728387093
ALPL	-2.3323410998830187	0.05474604592246549
TRAV3	-1.5561810858878418	0.05485482100611918
C1orf116	1.317707317805643	0.05495153712677906
SGMS2	1.68545700653521	0.05495504220395221
MLC1	-1.0126164858424491	0.05497260610372859
TRAJ7	-1.4291034479793208	0.05499230911773391
UST	-1.208644429062035	0.05499647484043671
ARL4AP4	1.3505639986775153	0.0551013379027415
MORF4	1.3082275608809928	0.05516165017483142
TMEM170B	1.394808123598883	0.05522657529568066
ADARB2	4.095574384391477	0.05534686837666883
ETNK2	-1.3513942869573017	0.05538052021514406
TCEA3	-1.62420389367238	0.05540261165572836
ASTN2	-1.190988316027861	0.05543493992104219
DLG3	-1.0604682267899599	0.05545924883245189
SLC38A5	1.992715488693037	0.05546571629325315
JAM3	-1.020984137372588	0.05564426736392521
GRM2	-1.088834881196451	0.05569996519726902
FCMR	-1.3409865386834905	0.05572423346636072
CD2	-1.2274011885766176	0.05600222682291683
CTSW	-1.289638442996835	0.05602735689188739
RN7SKP110	-1.3724240789618007	0.05611646569539057
IMPA2	1.1744826537207809	0.05613760919132152
HNRNPA1P8	-1.781033335295536	0.05616580381209817
RPS27AP10	-1.5442045613294728	0.05620023255144644
PDYN-AS1	-2.10536035326599	0.05620953672589673
H1-3	-1.6659915010150723	0.0562385288032343
SPDYE19P	-1.7044550520279405	0.05632352974180261
PPFIBP2	1.113468781840175	0.05637118229858594
LYRM7	-1.0817270731023785	0.05642744139574371
BOLA3-AS1	-1.1085712144991808	0.05644849094801289
ST8SIA1	-1.7217426420484687	0.05645140912531877
MIR3150BHG	1.7384746699747238	0.05646963808980898
GPR174	-1.1429086915077036	0.0565018124651029
FAM110C	-1.9211026611540725	0.05658618550621849
PYGL	1.017622447603117	0.05661937530529414
TLR9	-1.273821224791465	0.05664865965902294
SERPINB2	1.4798074677388933	0.05667789724011372
GABARAP	1.8181055192097353	0.05669529516765371
MORN3	-1.5843357981577622	0.05675540677652974
DUSP19	-1.351002346357258	0.05681695061370553
FCER1A	-3.043407893828483	0.05714922167287609
AKAP6	-1.1322862694063414	0.05719818963685636
ACOT1	-1.2280319755493971	0.05722709889742332
SLC9B1	-1.1792701916547197	0.05740356517694305
BFSP1	-1.9282173324110907	0.05741858319284009
CNKSR3	2.2347891377537175	0.05741898847890639
BTNL8	-2.146712476664502	0.05742558035216161
RNU2-70P	-2.082544546427982	0.05749541681853645
SULT2B1	-1.786412242807155	0.05751589138031814
